component,explained_variance,explained_variance_ratio,cumulative_variance_ratio
PC47,1.3096722612678808,0.002963018797514675,0.8424353584007848
PC48,1.2669372321573487,0.002866334536641455,0.8453016929374262
PC49,1.2346734383935678,0.002793340528729375,0.8480950334661556
PC50,1.213962660330975,0.0027464842070942137,0.8508415176732498
PC51,1.1802831249965695,0.0026702872078611427,0.8535118048811109
PC52,1.1439760421642506,0.00258814561251962,0.8560999504936305
PC53,1.1309697489816246,0.0025587200132106756,0.8586586705068412
PC54,1.1224548280723092,0.0025394557503414083,0.8611981262571826
PC55,1.101471193320479,0.002491982114342075,0.8636901083715247
PC56,1.0615901016981515,0.0024017546371044004,0.8660918630086291
PC57,1.0470612145120444,0.0023688843022026517,0.8684607473108317
PC58,1.0298180263122514,0.0023298730989603934,0.870790620409792
PC59,1.0175302565337814,0.0023020730959291825,0.8730926935057213
PC60,1.0012419658463882,0.0022652222646842675,0.8753579157704056
PC61,0.9822435598609685,0.00222224003491396,0.8775801558053196
PC62,0.9747854706909818,0.0022053667613036463,0.8797855225666232
PC63,0.9653059233155485,0.0021839201155312545,0.8819694426821545
PC64,0.9569200954342587,0.0021649479143326664,0.8841343905964871
PC65,0.9274142673868064,0.0020981935623269206,0.886232584158814
PC66,0.9148162637218195,0.0020696916822959747,0.88830227584111
PC67,0.8969728223597377,0.0020293224588407753,0.8903315982999508
PC68,0.8802315241627326,0.0019914467377771692,0.892323045037728
PC69,0.8481444708680153,0.0019188525896984261,0.8942418976274263
PC70,0.845440737575991,0.0019127356299027149,0.896154633257329
PC71,0.8229353945597022,0.001861819262217548,0.8980164525195465
PC72,0.8202914049731304,0.0018558374673234106,0.89987228998687
PC73,0.8164575112724026,0.0018471636185759905,0.9017194536054459
PC74,0.7907408315499037,0.0017889818828235196,0.9035084354882694
PC75,0.7706281604348275,0.00174347872577833,0.9052519142140477
PC76,0.75136099485697,0.0016998884509665598,0.9069518026650143
PC77,0.7439392869288153,0.0016830974867298298,0.9086349001517441
PC78,0.7371138060545714,0.0016676554339884189,0.9103025555857325
PC79,0.7254882383742358,0.0016413536052123662,0.9119439091909448
PC80,0.6909083579258808,0.0015631196540060585,0.9135070288449508
PC81,0.6841790448280668,0.0015478951724369964,0.9150549240173879
PC82,0.6809942429325424,0.0015406898370551021,0.916595613854443
PC83,0.6761057082426748,0.001529629955429177,0.9181252438098721
PC84,0.6498523736691157,0.0014702340850733444,0.9195954778949454
PC85,0.641719798818928,0.0014518348466791729,0.9210473127416247
PC86,0.6355420069371231,0.0014378581335622587,0.9224851708751869
PC87,0.6329613820039015,0.0014320196956472124,0.9239171905708341
PC88,0.6198777505534995,0.0014024191252802677,0.9253196096961144
PC89,0.6088455430769955,0.001377459722002292,0.9266970694181167
PC90,0.5904197791430477,0.0013357730447247254,0.9280328424628415
PC91,0.5727409070551784,0.0012957761448403964,0.9293286186076819
PC92,0.5665138225489722,0.0012816879114775402,0.9306103065191594
PC93,0.5528100629260959,0.0012506843554276502,0.9318609908745871
PC94,0.5476574243965837,0.0012390269619932325,0.9331000178365803
PC95,0.5341089490414329,0.0012083747230001636,0.9343083925595804
PC96,0.5295232959205095,0.0011980000843993398,0.9355063926439797
PC97,0.5137525968118392,0.0011623202587735758,0.9366687129027533
PC98,0.5081109112595348,0.0011495564392780312,0.9378182693420314
PC99,0.5000712793785438,0.001131367476212254,0.9389496368182436
PC100,0.4893176984077941,0.0011070384410030321,0.9400566752592466
PC101,0.48094081594614535,0.001088086478032993,0.9411447617372797
PC102,0.4797598770629492,0.001085414707229633,0.9422301764445093
PC103,0.4701864595907189,0.0010637556885838438,0.9432939321330932
PC104,0.4632423269912452,0.0010480451967049397,0.9443419773297982
PC105,0.4610536605745181,0.0010430935306079778,0.9453850708604061
PC106,0.4394396681933493,0.0009941937656753807,0.9463792646260815
PC107,0.43359180040108486,0.0009809634769181877,0.9473602281029997
PC108,0.42743010766041284,0.0009670231866982159,0.9483272512896979
PC109,0.4178481703356322,0.0009453448926321517,0.9492725961823301
PC110,0.40529975187440803,0.0009169551947823304,0.9501895513771124
PC111,0.39957962722603996,0.000904013913701189,0.9510935652908136
PC112,0.39324922231062753,0.0008896919269607141,0.9519832572177743
PC113,0.385715965817722,0.0008726485938650207,0.9528559058116394
PC114,0.3714741098981308,0.0008404276420672082,0.9536963334537065
PC115,0.3638803116258807,0.0008232473384976503,0.9545195807922042
PC116,0.3572512935043029,0.0008082497655290626,0.9553278305577333
PC117,0.34508474302134245,0.0007807240105382501,0.9561085545682716
PC118,0.33756017070093264,0.000763700324622318,0.956872254892894
PC119,0.3270565088714818,0.0007399367095837963,0.9576121916024778
PC120,0.32139356408468606,0.0007271247929319771,0.9583393163954098
PC121,0.30616362641774375,0.0006926683927113294,0.9590319847881211
PC122,0.3024287172599228,0.0006842184878237359,0.9597162032759449
PC123,0.2943331693619585,0.0006659030196663613,0.9603821062956113
PC124,0.28976300187136406,0.0006555634159480139,0.9610376697115592
PC125,0.28420239996432983,0.0006429830410990513,0.9616806527526582
PC126,0.28318856131634557,0.0006406893199441755,0.9623213420726024
PC127,0.27532725323113255,0.000622903798849768,0.9629442458714522
PC128,0.27274128819842647,0.0006170532794272935,0.9635612991508795
PC129,0.25918096722178324,0.0005863742407529697,0.9641476733916324
PC130,0.2527613127470308,0.0005718503347004538,0.9647195237263329
PC131,0.2506636462970136,0.0005671045480589167,0.9652866282743918
PC132,0.24683980491284024,0.0005584534417973764,0.9658450817161892
PC133,0.23959279999167443,0.0005420577278144692,0.9663871394440037
PC134,0.23431470301368412,0.0005301164956273029,0.966917255939631
PC135,0.22793838686401163,0.0005156906387399579,0.9674329465783709
PC136,0.22524088103299372,0.000509587768029408,0.9679425343464003
PC137,0.21940627264915277,0.0004963874775225899,0.9684389218239229
PC138,0.2118119934882936,0.00047920608598466744,0.9689181279099075
PC139,0.209150347491839,0.00047318434500941776,0.9693913122549169
PC140,0.206094328093303,0.00046627036874892524,0.9698575826236658
PC141,0.19888415880030474,0.00044995799214889344,0.9703075406158147
PC142,0.1897570837337229,0.0004293087841077697,0.9707368493999224
PC143,0.18818943786414377,0.0004257621226133035,0.9711626115225357
PC144,0.18535292771020123,0.0004193447667953399,0.9715819562893311
PC145,0.1843954984803334,0.00041717866700893835,0.97199913495634
PC146,0.18044668597569608,0.0004082448245316041,0.9724073797808717
PC147,0.17510736735047608,0.0003961650837290224,0.9728035448646006
PC148,0.17152168359047004,0.00038805278823567845,0.9731915976528364
PC149,0.168494350382942,0.000381203711970169,0.9735728013648065
PC150,0.166608833293126,0.00037693789467725983,0.9739497392594838
PC151,0.16248440629558858,0.00036760673978905166,0.9743173459992729
PC152,0.16000287297210034,0.00036199248796315095,0.9746793384872361
PC153,0.15804882026041214,0.00035757161482771364,0.9750369101020638
PC154,0.15489284602616357,0.0003504314995048941,0.9753873416015687
PC155,0.14900443818515718,0.00033710949243768784,0.9757244510940064
PC156,0.14530848232477162,0.00032874771597423487,0.9760531988099806
PC157,0.14360121285884142,0.00032488516832046023,0.9763780839783011
PC158,0.14197297555966976,0.0003212014240227917,0.9766992854023239
PC159,0.13927012285717053,0.00031508645648376367,0.9770143718588077
PC160,0.13588149117888218,0.00030741997406861203,0.9773217918328763
PC161,0.1353396273677926,0.00030619405464935435,0.9776279858875256
PC162,0.13468427409596917,0.0003047113752639441,0.9779326972627895
PC163,0.13321511825512278,0.0003013875388342925,0.9782340848016238
PC164,0.13083826724074252,0.00029601012156527085,0.978530094923189
PC165,0.12494669100797962,0.00028268094628918514,0.9788127758694781
PC166,0.12441548998615479,0.0002814791504968529,0.9790942550199749
PC167,0.12254082515141675,0.0002772378854806792,0.9793714929054557
PC168,0.12059613627357195,0.00027283819719928155,0.9796443311026549
PC169,0.11997695568127115,0.00027143735533349486,0.9799157684579884
PC170,0.11911404800992366,0.00026948510229558826,0.9801852535602841
PC171,0.11647175581108797,0.00026350714759255657,0.9804487607078767
PC172,0.11569599440159713,0.00026175205534032957,0.980710512763217
PC173,0.11439015679292286,0.000258797712108491,0.9809693104753254
PC174,0.11400004139700866,0.0002579151101893096,0.9812272255855148
PC175,0.11292993573054279,0.0002554940898326627,0.9814827196753474
PC176,0.11053812568391164,0.00025008282906319987,0.9817328025044106
PC177,0.10878321301268899,0.0002461124928297704,0.9819789149972404
PC178,0.10801265554399817,0.0002443691740378721,0.9822232841712784
PC179,0.10592623599531575,0.00023964883252566564,0.982462933003804
PC180,0.10554935289841728,0.00023879616752419828,0.9827017291713283
PC181,0.10472940231574995,0.0002369411011374945,0.9829386702724657
PC182,0.10414912676412522,0.00023562827851915654,0.9831742985509849
PC183,0.10341145226100341,0.00023395935455715615,0.9834082579055421
PC184,0.10056694179250807,0.00022752389872813858,0.9836357818042702
PC185,0.09993047392890123,0.00022608394592494232,0.9838618657501952
PC186,0.09909991440598717,0.0002242048777400006,0.9840860706279352
PC187,0.09782445875228896,0.00022131927102061756,0.9843073898989558
PC188,0.09676683710845789,0.0002189264946719026,0.9845263163936278
PC189,0.09603717457604971,0.00021727569709199923,0.9847435920907197
PC190,0.09505723958082567,0.0002150586799824054,0.9849586507707021
PC191,0.09446103007572502,0.00021370980818973272,0.9851723605788918
PC192,0.09330066899876807,0.00021108459287090222,0.9853834451717627
PC193,0.09161728746464842,0.00020727608957088052,0.9855907212613335
PC194,0.09027094738435094,0.0002042301130439692,0.9857949513743774
PC195,0.08940996896801669,0.0002022822247765769,0.985997233599154
PC196,0.08895548175956636,0.0002012539872688476,0.9861984875864229
PC197,0.08815239886290911,0.00019943708254456616,0.9863979246689675
PC198,0.08679039344169849,0.00019635566455571978,0.9865942803335231
PC199,0.08655210167310194,0.0001958165502974999,0.9867900968838207
PC200,0.08605599564509206,0.00019469415385525523,0.9869847910376759
PC201,0.08470533982295252,0.00019163841334037419,0.9871764294510162
PC202,0.08465690394851316,0.00019152883141619194,0.9873679582824324
PC203,0.08398879137788087,0.00019001728523461298,0.987557975567667
PC204,0.08284594314564989,0.00018743169119330024,0.9877454072588603
PC205,0.08194561252169191,0.0001853947720024005,0.9879308020308627
PC206,0.0814453870456925,0.0001842630556698372,0.9881150650865326
PC207,0.08045856327020293,0.0001820304532981726,0.9882970955398307
PC208,0.07989769268998968,0.00018076153272827676,0.988477857072559
PC209,0.0796196940672499,0.00018013258518985694,0.9886579896577489
PC210,0.07878457000340039,0.0001782431901307851,0.9888362328478797
PC211,0.07842430600203547,0.00017742812437755712,0.9890136609722573
PC212,0.07756795820753025,0.00017549071248652967,0.9891891516847439
PC213,0.07728092528641282,0.0001748413256392026,0.989363993010383
PC214,0.07655499586504327,0.00017319897389609962,0.9895371919842791
PC215,0.0750412748084338,0.0001697743125685507,0.9897069662968477
PC216,0.07368877198680857,0.00016671439337908296,0.9898736806902269
PC217,0.07356495989392516,0.000166434279361689,0.9900401149695885
PC218,0.07266641495012775,0.0001644014001157729,0.9902045163697043
PC219,0.0725979083209704,0.00016424640986672305,0.990368762779571
PC220,0.07155763441991923,0.00016189288126683155,0.9905306556608378
PC221,0.07103233205682542,0.00016070443067330747,0.990691360091511
PC222,0.07055262171723811,0.00015961912804027825,0.9908509792195513
PC223,0.06980221341197922,0.00015792139496609623,0.9910089006145174
PC224,0.06894277785965106,0.00015597699729340254,0.9911648776118108
PC225,0.06813018958753139,0.00015413858748956379,0.9913190161993004
PC226,0.06760819497525461,0.00015295762039258936,0.991471973819693
PC227,0.06648817156176204,0.00015042366550480521,0.9916223974851978
PC228,0.06606674304353878,0.0001494702203886237,0.9917718677055863
PC229,0.06581280576358015,0.00014889570953109148,0.9919207634151175
PC230,0.06504738894521393,0.00014716402101036386,0.9920679274361278
PC231,0.06455440798887432,0.00014604869476909726,0.9922139761308969
PC232,0.06383124182090047,0.00014441259464481214,0.9923583887255417
PC233,0.06326639800683724,0.0001431346849812838,0.992501523410523
PC234,0.062465762007954506,0.00014132331614893188,0.9926428467266719
PC235,0.06237880944974136,0.00014112659360078223,0.9927839733202727
PC236,0.062219114233163626,0.00014076529715846854,0.9929247386174311
PC237,0.06058506947560381,0.00013706841399478082,0.9930618070314259
PC238,0.06025228782164708,0.0001363155246458171,0.9931981225560716
PC239,0.05969959642213197,0.00013506510875596495,0.9933331876648276
PC240,0.05876095692066387,0.00013294151908457087,0.9934661291839122
PC241,0.058349926748809074,0.00013201159931642032,0.9935981407832286
PC242,0.05775676440566916,0.00013066962146083075,0.9937288104046894
PC243,0.05760119241771679,0.00013031765346219318,0.9938591280581516
PC244,0.05603075631305133,0.00012676467930519705,0.9939858927374567
PC245,0.05553818132237599,0.0001256502715256937,0.9941115430089824
PC246,0.055293026239029396,0.00012509562961890167,0.9942366386386013
PC247,0.054926228462768935,0.00012426578177216315,0.9943609044203735
PC248,0.054604244524085424,0.00012353732130840296,0.9944844417416819
PC249,0.05333031580352557,0.0001206551691415254,0.9946050969108234
PC250,0.05286596893904,0.00011960462502546863,0.9947247015358489
PC251,0.05249323698042001,0.00011876135161082341,0.9948434628874597
PC252,0.05162934427585566,0.00011680687002152723,0.9949602697574813
PC253,0.0507574735998522,0.00011483433897051517,0.9950751040964518
PC254,0.049620523567323105,0.00011226208908949737,0.9951873661855414
PC255,0.04940892535510882,0.0001117833666649234,0.9952991495522063
PC256,0.049310346780237185,0.00011156034127222394,0.9954107098934786
PC257,0.04720739997761733,0.00010680260829534637,0.9955175125017739
PC258,0.04641384700198258,0.00010500726418280238,0.9956225197659567
PC259,0.04617810027463878,0.00010447390785753668,0.9957269936738142
PC260,0.04511263385900191,0.00010206338339961132,0.9958290570572138
PC261,0.04499375455503624,0.00010179442938515832,0.995930851486599
PC262,0.04408110036350468,9.97296292018509e-05,0.9960305811158009
PC263,0.042551024850434604,9.62679673487896e-05,0.9961268490831496
PC264,0.04243244327331252,9.5999686915247e-05,0.9962228487700648
PC265,0.04216492962376832,9.53944607104682e-05,0.9963182432307753
PC266,0.04094341562687902,9.263089226571364e-05,0.9964108741230411
PC267,0.04026909933684146,9.110531071226652e-05,0.9965019794337533
PC268,0.03948964981179289,8.934187442157425e-05,0.9965913213081748
PC269,0.038451297536500034,8.699269333167594e-05,0.9966783140015065
PC270,0.03737990815624431,8.456876868499979e-05,0.9967628827701915
PC271,0.037102866518131945,8.394198624049224e-05,0.996846824756432
PC272,0.03669262961395966,8.301386117100351e-05,0.9969298386176031
PC273,0.036199362039773024,8.189788648195839e-05,0.997011736504085
PC274,0.03575085211813347,8.088317206218186e-05,0.9970926196761473
PC275,0.035225062210477415,7.969361844178208e-05,0.997172313294589
PC276,0.03469267718445428,7.848914394363949e-05,0.9972508024385326
PC277,0.03392592309977348,7.675442997498525e-05,0.9973275568685076
PC278,0.03331519880715944,7.537271974668555e-05,0.9974029295882543
PC279,0.03312246277012284,7.493667134160969e-05,0.9974778662595959
PC280,0.03194318793668395,7.22686653050974e-05,0.997550134924901
PC281,0.03171536115908669,7.175322717254937e-05,0.9976218881520735
PC282,0.031210781907384008,7.061166080373617e-05,0.9976924998128772
PC283,0.030974126057601414,7.007624766856846e-05,0.9977625760605457
PC284,0.029910026063993806,6.766881462082088e-05,0.9978302448751666
PC285,0.02963250347283951,6.70409440621751e-05,0.9978972858192288
PC286,0.029300987481555435,6.629091816416876e-05,0.9979635767373929
PC287,0.028363183228378414,6.4169218168887e-05,0.9980277459555618
PC288,0.027434132485675375,6.206732222447024e-05,0.9980898132777862
PC289,0.027187622679380047,6.150961537564559e-05,0.9981513228931619
PC290,0.026877230011503772,6.08073791469896e-05,0.9982121302723089
PC291,0.026494659718227787,5.994184736177025e-05,0.9982720721196707
PC292,0.026177102213679634,5.922340131759953e-05,0.9983312955209883
PC293,0.02557091346342078,5.785195235668157e-05,0.998389147473345
PC294,0.024775381316871598,5.6052130543268135e-05,0.9984451996038882
PC295,0.02413390416627323,5.460084466693823e-05,0.9984998004485551
PC296,0.023482136874486657,5.312627824732172e-05,0.9985529267268024
PC297,0.02273173274779173,5.142855462677474e-05,0.9986043552814292
PC298,0.02233636335093126,5.053406599056777e-05,0.9986548893474197
PC299,0.021905157830728276,4.955850126362101e-05,0.9987044478486834
PC300,0.021617312975215436,4.890727748582888e-05,0.9987533551261693
PC301,0.020802429707123118,4.706367545458462e-05,0.9988004188016238
PC302,0.020489616793324096,4.63559636314797e-05,0.9988467747652553
PC303,0.02003341534451109,4.532384780505319e-05,0.9988920986130604
PC304,0.01969871565380684,4.4566619065918896e-05,0.9989366652321263
PC305,0.01889255346107919,4.274274770394531e-05,0.9989794079798303
PC306,0.018638789148119124,4.216862816909989e-05,0.9990215766079994
PC307,0.017996055070739175,4.0714498606001115e-05,0.9990622911066054
PC308,0.01718004288941777,3.886834250743981e-05,0.9991011594491128
PC309,0.016704726756125995,3.77929813813348e-05,0.9991389524304941
PC310,0.015817269048611665,3.578518603655244e-05,0.9991747376165306
PC311,0.015181621174309934,3.434708838734901e-05,0.999209084704918
PC312,0.014834655200658058,3.3562108257256595e-05,0.9992426468131752
PC313,0.014054873570270146,3.1797920607317945e-05,0.9992744447337826
PC314,0.01345176025664448,3.0433429552453423e-05,0.999304878163335
PC315,0.01298920134241166,2.938693051726504e-05,0.9993342650938523
PC316,0.01260302680877299,2.851324445386387e-05,0.9993627783383061
PC317,0.012251417751630652,2.7717759753988975e-05,0.9993904960980601
PC318,0.011881682309583372,2.688126569567173e-05,0.9994173773637558
PC319,0.011291407769052212,2.5545821240587236e-05,0.9994429231849964
PC320,0.010907710477515448,2.467773972049894e-05,0.9994676009247169
PC321,0.010695129435919628,2.4196793730519824e-05,0.9994917977184474
PC322,0.010360861531340299,2.3440541869679805e-05,0.9995152382603171
PC323,0.009670417897301801,2.187847361277109e-05,0.9995371167339299
PC324,0.009334774273443957,2.111910930754105e-05,0.9995582358432374
PC325,0.009126803692473952,2.0648594080970083e-05,0.9995788844373185
PC326,0.008985274149849327,2.032839588512951e-05,0.9995992128332036
PC327,0.008417542117521654,1.90439518807115e-05,0.9996182567850843
PC328,0.008128853622790312,1.8390819443068602e-05,0.9996366476045274
PC329,0.00810460906542007,1.8335968255218055e-05,0.9996549835727826
PC330,0.007931001701912105,1.794319679882096e-05,0.9996729267695814
PC331,0.0076929792625596545,1.7404691874429535e-05,0.9996903314614558
PC332,0.007346673332134721,1.6621205034335266e-05,0.9997069526664901
PC333,0.007038019088720787,1.5922901838784045e-05,0.999722875568329
PC334,0.006848408414239116,1.5493924292787357e-05,0.9997383694926217
PC335,0.006704768636808511,1.5168951875500546e-05,0.9997535384444972
PC336,0.006499988830445807,1.4705655497048807e-05,0.9997682440999942
PC337,0.006365312947719848,1.4400963106524643e-05,0.9997826450631008
PC338,0.006028295788291149,1.3638491297351933e-05,0.9997962835543981
PC339,0.005870768856687418,1.328210040990594e-05,0.9998095656548079
PC340,0.005582356067934765,1.2629591732895067e-05,0.9998221952465408
PC341,0.005480933032109285,1.240013099638915e-05,0.9998345953775372
PC342,0.005419407288566683,1.2260934389696636e-05,0.9998468563119268
PC343,0.005134663194669532,1.1616725813513033e-05,0.9998584730377403
PC344,0.00496846031713,1.1240706358176998e-05,0.9998697137440985
PC345,0.004774528436337673,1.0801952461328978e-05,0.9998805156965598
PC346,0.004635743769185688,1.0487964305864763e-05,0.9998910036608657
PC347,0.004411517640468609,9.98067232608391e-06,0.9999009843331917
PC348,0.0036520944130417265,8.262543779972128e-06,0.9999092468769717
PC349,0.0034723843057952097,7.855965400309941e-06,0.999917102842372
PC350,0.003273937235240648,7.4069962820393526e-06,0.999924509838654
PC351,0.0031374599404773752,7.098228354538126e-06,0.9999316080670085
PC352,0.0029644394403822473,6.706784625218434e-06,0.9999383148516338
PC353,0.002822317966044291,6.3852472357144424e-06,0.9999447000988695
PC354,0.002638004415086723,5.968253967799265e-06,0.9999506683528373
PC355,0.002483954378495077,5.619729250831539e-06,0.9999562880820881
PC356,0.0022163676115627313,5.01433762436527e-06,0.9999613024197125
PC357,0.0020875734236827296,4.722952053344899e-06,0.9999660253717658
PC358,0.0018843010520168655,4.263066113882255e-06,0.9999702884378797
PC359,0.0016737429111257118,3.7866967595933795e-06,0.9999740751346393
PC360,0.0016059517946325162,3.633325295285669e-06,0.9999777084599346
PC361,0.0012929910210693876,2.9252789524131662e-06,0.999980633738887
PC362,0.0010977799456773666,2.483630989807884e-06,0.9999831173698768
PC363,0.0010085339880463449,2.281719826318083e-06,0.9999853990897031
PC364,0.0008274607185706176,1.872057411490257e-06,0.9999872711471146
PC365,0.0007792187972625257,1.7629142892821712e-06,0.9999890340614039
PC366,0.0006954593211244373,1.573415809695472e-06,0.9999906074772136
PC367,0.0005942979899705901,1.3445471570905235e-06,0.9999919520243706
PC368,0.00046843521965147237,1.0597936615848735e-06,0.9999930118180322
PC369,0.00045374725797052277,1.026563434569378e-06,0.9999940383814668
PC370,0.0004130614883286388,9.345154437815542e-07,0.9999949728969106
PC371,0.00040619797337470697,9.189873422656565e-07,0.9999958918842529
PC372,0.0003642311459400852,8.240410704094759e-07,0.9999967159253232
PC373,0.00031125782391084136,7.041935684187906e-07,0.9999974201188917
PC374,0.00024240023957749216,5.484093140178844e-07,0.9999979685282058
PC375,0.00018576370835145104,4.2027412202234914e-07,0.9999983888023278
PC376,8.187190298165594e-05,1.8522801062312893e-07,0.9999985740303384
PC377,5.437096178828958e-05,1.2300953954823224e-07,0.999998697039878
PC378,5.22944262695053e-05,1.1831155978808353e-07,0.9999988153514378
PC379,4.396571433443661e-05,9.946857841593268e-08,0.9999989148200161
PC380,4.207477651778732e-05,9.519049720327943e-08,0.9999990100105133
PC381,3.8190825343333233e-05,8.640339780530054e-08,0.999999096413911
PC382,3.25599675619719e-05,7.366407519328045e-08,0.9999991700779862
PC383,3.091681314647752e-05,6.99465822262875e-08,0.9999992400245684
PC384,2.883391252317543e-05,6.523420197458669e-08,0.9999993052587703
PC385,2.591333097971181e-05,5.862664200032294e-08,0.9999993638854123
PC386,2.4915941664284554e-05,5.637013601981888e-08,0.9999994202555483
PC387,2.2943389876550136e-05,5.190741034487021e-08,0.9999994721629587
PC388,2.0190870373867002e-05,4.5680076019960286e-08,0.9999995178430348
PC389,1.8167287371330336e-05,4.1101896690543365e-08,0.9999995589449314
PC390,1.7580213326533756e-05,3.977369307677725e-08,0.9999995987186245
PC391,1.6635703854527927e-05,3.7636823111100006e-08,0.9999996363554476
PC392,1.560557048668788e-05,3.530623657954878e-08,0.9999996716616842
PC393,1.4218096209500241e-05,3.21671975344711e-08,0.9999997038288818
PC394,1.3973711449252152e-05,3.1614298416228956e-08,0.9999997354431802
PC395,1.3295765133169835e-05,3.0080504246752494e-08,0.9999997655236844
PC396,1.2060038344941471e-05,2.7284780606268244e-08,0.9999997928084651
PC397,1.099945674298689e-05,2.4885307611515032e-08,0.9999998176937727
PC398,1.028971657237241e-05,2.3279582630483435e-08,0.9999998409733553
PC399,9.902696192162865e-06,2.2403982913290066e-08,0.9999998633773381
PC400,9.259417554683842e-06,2.09486213306566e-08,0.9999998843259594
PC401,8.188903197992583e-06,1.852667634816549e-08,0.9999999028526357
PC402,8.112619307509172e-06,1.8354090726453475e-08,0.9999999212067264
PC403,7.207193016336569e-06,1.6305643034730028e-08,0.9999999375123695
PC404,6.3888240488311305e-06,1.4454154913821193e-08,0.9999999519665244
PC405,6.1703820285434486e-06,1.3959948972822727e-08,0.9999999659264733
PC406,5.409467494489907e-06,1.223844647606823e-08,0.9999999781649198
PC407,5.103894760408698e-06,1.154711492552134e-08,0.9999999897120347
PC408,4.547342507080249e-06,1.0287964192027993e-08,0.9999999999999989
PC409,1.2552323449168068e-14,2.8398532543067894e-17,0.9999999999999989
PC410,2.7501866119524063e-15,6.222056363932875e-18,0.9999999999999989
PC411,2.0144423324280796e-15,4.557499363783837e-18,0.9999999999999989
PC412,1.6821354870725699e-15,3.805684227699359e-18,0.9999999999999989
PC413,1.4409041634263137e-15,3.2599194836089264e-18,0.9999999999999989
PC414,9.56245071325382e-16,2.163420731401082e-18,0.9999999999999989
PC415,5.623906726850312e-16,1.27235964599225e-18,0.9999999999999989
PC416,4.810256123659851e-16,1.0882783225068952e-18,0.9999999999999989
PC417,4.692484498610193e-16,1.0616335237159243e-18,0.9999999999999989
PC418,4.264248493435888e-16,9.647488777911738e-19,0.9999999999999989
PC419,3.8854462746340085e-16,8.79048193120365e-19,0.9999999999999989
PC420,3.784703253322961e-16,8.562559667984855e-19,0.9999999999999989
PC421,3.211930393870251e-16,7.26671123364325e-19,0.9999999999999989
PC422,1.9175525794967998e-16,4.338294782827065e-19,0.9999999999999989
PC423,9.662523246969973e-17,2.186061265776364e-19,0.9999999999999989
PC424,1.703527357449074e-17,3.854081461048577e-20,0.9999999999999989
PC425,0.0,0.0,0.9999999999999989
PC426,0.0,0.0,0.9999999999999989
PC427,0.0,0.0,0.9999999999999989
PC428,0.0,0.0,0.9999999999999989
PC429,0.0,0.0,0.9999999999999989
PC430,0.0,0.0,0.9999999999999989
