component,explained_variance,explained_variance_ratio,cumulative_variance_ratio
PC112,0.3170224427738955,0.0007168466545107568,0.9598697639199943
PC113,0.31574929687195125,0.0007139678350412982,0.9605837317550356
PC114,0.3050683858641204,0.000689816310448601,0.9612735480654843
PC115,0.3001058777489771,0.0006785951574311785,0.9619521432229154
PC116,0.2871231016238782,0.0006492386880591445,0.9626013819109746
PC117,0.2836139449843038,0.0006413038328002465,0.9632426857437748
PC118,0.2766888994423519,0.0006256450179679371,0.9638683307617427
PC119,0.27471572343673406,0.0006211833003494249,0.9644895140620922
PC120,0.2675039791900935,0.0006048762064693913,0.9650943902685616
PC121,0.26245031061832635,0.0005934489227194482,0.965687839191281
PC122,0.25804832759742535,0.000583495221100927,0.9662713344123819
PC123,0.2511311266417592,0.0005678541443359473,0.9668391885567178
PC124,0.24733574443341577,0.000559272079877561,0.9673984606365954
PC125,0.2433375741458124,0.0005502314738884232,0.9679486921104838
PC126,0.23823760233474903,0.0005386994899100291,0.9684873916003939
PC127,0.2329410202017711,0.0005267229334582367,0.9690141145338521
PC128,0.2313271483000107,0.0005230736691870287,0.9695371882030391
PC129,0.22226687436773707,0.0005025867061806476,0.9700397749092198
PC130,0.22135465328992796,0.0005005240048082149,0.970540298914028
PC131,0.2189723042741733,0.0004951370709783008,0.9710354359850063
PC132,0.21624144064841624,0.0004889620808516704,0.971524398065858
PC133,0.20944663300153427,0.00047359775810185996,0.9719979958239598
PC134,0.20803869474426223,0.00047041414806891666,0.9724684099720288
PC135,0.19996103589544365,0.00045214906036285593,0.9729205590323916
PC136,0.19692610129837335,0.0004452865092654232,0.9733658455416571
PC137,0.19358694104548063,0.0004377360474267684,0.9738035815890839
PC138,0.19059254497760886,0.0004309651614770157,0.9742345467505609
PC139,0.1855441979082052,0.00041954991063279635,0.9746540966611936
PC140,0.182597629985772,0.0004128871730076515,0.9750669838342013
PC141,0.17889019675837145,0.0004045039775384917,0.9754714878117398
PC142,0.17855231193572657,0.0004037399571662946,0.975875227768906
PC143,0.1751184330541414,0.00039597531890686675,0.9762712030878129
PC144,0.16939761554026728,0.00038303948742438693,0.9766542425752373
PC145,0.16795447918877,0.0003797762879596364,0.9770340188631969
PC146,0.16618969555261137,0.0003757857842134461,0.9774098046474103
PC147,0.16442149443068488,0.0003717875528968727,0.9777815922003072
PC148,0.1588581477388962,0.0003592077922054931,0.9781407999925127
PC149,0.1561307909419956,0.0003530407316705714,0.9784938407241832
PC150,0.1556390655429368,0.0003519288491673359,0.9788457695733506
PC151,0.15120910866563622,0.0003419118934611914,0.9791876814668118
PC152,0.15038488463406968,0.0003400481697625596,0.9795277296365743
PC153,0.14728477241930882,0.0003330382399597531,0.9798607678765341
PC154,0.143478423778161,0.00032443137835893443,0.980185199254893
PC155,0.1432187334951789,0.00032384417037158874,0.9805090434252646
PC156,0.14130507090169292,0.0003195170236371186,0.9808285604489017
PC157,0.14019236337314986,0.0003170009851437369,0.9811455614340454
PC158,0.1376606344218506,0.0003112762755206983,0.9814568377095662
PC159,0.1332302441870259,0.0003012583399126622,0.9817580960494788
PC160,0.13233103774699503,0.00029922506705472014,0.9820573211165335
PC161,0.1316181194385036,0.0002976130262795942,0.9823549341428132
PC162,0.1276950963615761,0.0002887423420981917,0.9826436764849114
PC163,0.12429098971587563,0.0002810450243965909,0.982924721509308
PC164,0.12186793486652679,0.0002755660471126685,0.9832002875564206
PC165,0.11920112279084454,0.00026953588944327863,0.9834698234458639
PC166,0.11651413898359234,0.0002634601197403524,0.9837332835656042
PC167,0.11581448520009742,0.0002618780725211533,0.9839951616381254
PC168,0.11515809812070865,0.0002603938593600696,0.9842555554974854
PC169,0.11348878928443676,0.00025661924187823974,0.9845121747393637
PC170,0.1105947324346486,0.000250075241546332,0.98476224998091
PC171,0.10921634241850772,0.0002469584455774537,0.9850092084264874
PC172,0.10839475912039988,0.00024510069306789224,0.9852543091195554
PC173,0.10787942940544075,0.0002439354368200817,0.9854982445563755
PC174,0.10573406772832171,0.00023908437540152083,0.985737328931777
PC175,0.10334126162762008,0.00023367379615933057,0.9859710027279364
PC176,0.10239160595572856,0.0002315264482133111,0.9862025291761497
PC177,0.10165074580632198,0.0002298512257435214,0.9864323804018932
PC178,0.0998924239855692,0.00022587533336274488,0.9866582557352559
PC179,0.09731693847083697,0.0002200516820186239,0.9868783074172746
PC180,0.09649835407569857,0.00021820071058595408,0.9870965081278605
PC181,0.09621955821421505,0.00021757030133528018,0.9873140784291958
PC182,0.09559448490671885,0.0002161568944313967,0.9875302353236273
PC183,0.09477986305578429,0.00021431488304752037,0.9877445502066748
PC184,0.09163236136301878,0.00020719779682869043,0.9879517480035035
PC185,0.09100811975249157,0.00020578627054620578,0.9881575342740497
PC186,0.08946095974312603,0.00020228785426058802,0.9883598221283103
PC187,0.08877328517745503,0.0002007328942789536,0.9885605550225892
PC188,0.08725919222742201,0.0001973092487592464,0.9887578642713485
PC189,0.08675013892532052,0.00019615818464723532,0.9889540224559957
PC190,0.0857051039835071,0.00019379516644785794,0.9891478176224436
PC191,0.08280940536919286,0.00018724745378127217,0.9893350650762249
PC192,0.08271620043869221,0.00018703670011339715,0.9895221017763384
PC193,0.0806050040810744,0.00018226289283107487,0.9897043646691694
PC194,0.08038646653243987,0.00018176873882338722,0.9898861334079928
PC195,0.07937865131845741,0.00017948988134507414,0.9900656232893379
PC196,0.07928354673423901,0.00017927483220713593,0.990244898121545
PC197,0.07779614399594262,0.00017591153821593303,0.990420809659761
PC198,0.0769392501929664,0.00017397394209321118,0.9905947836018542
PC199,0.07663334139825101,0.00017328222546217904,0.9907680658273164
PC200,0.07511940872423938,0.0001698589423563398,0.9909379247696727
PC201,0.07382009291293899,0.0001669209478587455,0.9911048457175314
PC202,0.07241489402695084,0.0001637435320533248,0.9912685892495847
PC203,0.07221925404390768,0.0001633011536964302,0.9914318904032812
PC204,0.07112362039323471,0.00016082372241370401,0.9915927141256948
PC205,0.07026560429063067,0.00015888358856296986,0.9917515977142578
PC206,0.06863316312228497,0.00015519233572933733,0.9919067900499872
PC207,0.06816068675114241,0.0001541239788552138,0.9920609140288423
PC208,0.06728960703158988,0.00015215430573898352,0.9922130683345813
PC209,0.0667502288927881,0.00015093467153601302,0.9923640030061174
PC210,0.06578542749061941,0.00014875307627934794,0.9925127560823968
PC211,0.06492990330281798,0.00014681857711104808,0.9926595746595078
PC212,0.06381157121477009,0.0001442898204434297,0.9928038644799513
PC213,0.06317096802858219,0.0001428412975979501,0.9929467057775492
PC214,0.06192444468408841,0.00014002267667808285,0.9930867284542273
PC215,0.060933051324143755,0.00013778095206337673,0.9932245094062907
PC216,0.05949431357912932,0.0001345276986652647,0.993359037104956
PC217,0.05932596047228253,0.00013414702100609442,0.9934931841259621
PC218,0.05874948422667815,0.00013284350108980523,0.9936260276270519
PC219,0.05764731553587188,0.0001303512928669493,0.9937563789199189
PC220,0.056473009501177424,0.00012769596870448017,0.9938840748886233
PC221,0.05631193719282567,0.0001273317542836777,0.994011406642907
PC222,0.05543695095738254,0.00012535324780908177,0.994136759890716
PC223,0.05478155755420461,0.00012387128153456284,0.9942606311722506
PC224,0.05458093491050561,0.00012341763645601142,0.9943840488087066
PC225,0.053845786706866,0.00012175532975703585,0.9945058041384636
PC226,0.05266781280107233,0.00011909171185642109,0.99462489585032
PC227,0.05151171832134657,0.0001164775674039388,0.994741373417724
PC228,0.050807342102065965,0.00011488484187987122,0.9948562582596038
PC229,0.05042342589814659,0.00011401673600072892,0.9949702749956045
PC230,0.05010304774157591,0.00011329230145374066,0.9950835672970583
PC231,0.04973233178324897,0.00011245404378284778,0.9951960213408411
PC232,0.04842578282820359,0.00010949969380313105,0.9953055210346442
PC233,0.047899055072721713,0.00010830866446763244,0.9954138296991119
PC234,0.04769007012747475,0.0001078361106713378,0.9955216658097832
PC235,0.04746747424863918,0.00010733278002491741,0.9956289985898081
PC236,0.04524780781656535,0.00010231370174755775,0.9957313122915556
PC237,0.045189131911680516,0.0001021810246230329,0.9958334933161787
PC238,0.04435649036086903,0.00010029826734918411,0.9959337915835278
PC239,0.04411397442880126,9.974989376071761e-05,0.9960335414772885
PC240,0.042734323616520534,9.663024689747691e-05,0.9961301717241859
PC241,0.04212745634716638,9.525800722901005e-05,0.9962254297314149
PC242,0.04153471117480795,9.391770024612054e-05,0.9963193474316611
PC243,0.04126356266443417,9.330458307739175e-05,0.9964126520147385
PC244,0.03987684693722037,9.016896112863387e-05,0.9965028209758672
PC245,0.039335359734736314,8.894455794075632e-05,0.9965917655338079
PC246,0.038619965381421706,8.732691836816866e-05,0.9966790924521761
PC247,0.038426581516802436,8.688964151427867e-05,0.9967659820936904
PC248,0.037838158510784814,8.555910775266188e-05,0.996851541201443
PC249,0.037134819261642645,8.396872701077459e-05,0.9969355099284538
PC250,0.0359986124808319,8.139955234121493e-05,0.997016909480795
PC251,0.035751834495398975,8.084154145808428e-05,0.9970977510222531
PC252,0.035138708986270056,7.945515074653539e-05,0.9971772061729997
PC253,0.03406039014248819,7.701687145975239e-05,0.9972542230444594
PC254,0.033878960128012475,7.660662448238772e-05,0.9973308296689418
PC255,0.033488233808495735,7.572311966637492e-05,0.9974065527886082
PC256,0.03213224175278832,7.265696964818742e-05,0.9974792097582564
PC257,0.03142186615814803,7.105067842158436e-05,0.997550260436678
PC258,0.03127299075187465,7.07140434628975e-05,0.997620974480141
PC259,0.03018479696311305,6.825343509048175e-05,0.9976892279152314
PC260,0.029425372857941532,6.653623606701925e-05,0.9977557641512984
PC261,0.028987795165731228,6.5546791591086e-05,0.9978213109428895
PC262,0.028308894631384425,6.401167132472944e-05,0.9978853226142143
PC263,0.028018690981783095,6.335546694524361e-05,0.9979486780811595
PC264,0.027170441717819946,6.143741773162098e-05,0.9980101154988911
PC265,0.02661222367677063,6.017518300870218e-05,0.9980702906818998
PC266,0.02605806485286536,5.8922126930059104e-05,0.9981292128088298
PC267,0.025332077322771002,5.728053421627183e-05,0.9981864933430461
PC268,0.02494970808805745,5.6415926321972884e-05,0.9982429092693681
PC269,0.024712307457168084,5.5879119380032936e-05,0.9982987883887481
PC270,0.024004061965142702,5.427764471127322e-05,0.9983530660334593
PC271,0.023005574304545928,5.20198785644785e-05,0.9984050859120238
PC272,0.022560526484809704,5.101354274205612e-05,0.9984560994547659
PC273,0.022067011804798566,4.9897614342090295e-05,0.9985059970691079
PC274,0.021395465876388433,4.8379124206442513e-05,0.9985543761933143
PC275,0.02090768567087957,4.727616251894778e-05,0.9986016523558333
PC276,0.020780916203098656,4.698951319507745e-05,0.9986486418690284
PC277,0.0198069391860683,4.478717016813113e-05,0.9986934290391964
PC278,0.01903794724614915,4.3048336492340114e-05,0.9987364773756888
PC279,0.018712367849145494,4.2312140974200864e-05,0.998778789516663
PC280,0.018237276280964818,4.123787065359935e-05,0.9988200273873166
PC281,0.0179388797324938,4.056314060730555e-05,0.9988605905279239
PC282,0.017394284374805075,3.933170930293041e-05,0.9988999222372268
PC283,0.01689928908835886,3.8212432976677894e-05,0.9989381346702034
PC284,0.01633310781595915,3.693219190789071e-05,0.9989750668621113
PC285,0.01573851519897368,3.558770750939396e-05,0.9990106545696208
PC286,0.015661711613100714,3.54140403295384e-05,0.9990460686099504
PC287,0.015256991009084604,3.4498891835753556e-05,0.9990805675017861
PC288,0.014282031706177548,3.2294327677904565e-05,0.999112861829464
PC289,0.014215560169789341,3.214402318191007e-05,0.9991450058526459
PC290,0.013644616003413962,3.085301232476855e-05,0.9991758588649706
PC291,0.013187535194385532,2.981946767749956e-05,0.9992056783326482
PC292,0.012400082461687395,2.8038890718717467e-05,0.9992337172233668
PC293,0.012360470069923085,2.7949319739877752e-05,0.9992616665431068
PC294,0.012144470478282786,2.7460904524575566e-05,0.9992891274476313
PC295,0.011525856445034326,2.6062103240075213e-05,0.9993151895508714
PC296,0.011099637835581959,2.5098343761084423e-05,0.9993402878946325
PC297,0.010665601274959597,2.4116906441710154e-05,0.9993644048010741
PC298,0.010590730455853088,2.3947609606674218e-05,0.9993883524106808
PC299,0.010264885050700619,2.3210812594678943e-05,0.9994115632232755
PC300,0.00997357151198129,2.255209854964971e-05,0.9994341153218251
PC301,0.00964209663479498,2.1802572255276788e-05,0.9994559178940804
PC302,0.009147776618795145,2.068482284098717e-05,0.9994766027169214
PC303,0.008890124356286487,2.0102223196651623e-05,0.9994967049401181
PC304,0.008631032391455396,1.9516368117829172e-05,0.9995162213082359
PC305,0.008362075700222977,1.8908207059478642e-05,0.9995351295152954
PC306,0.008105496232419856,1.8328033203326767e-05,0.9995534575484988
PC307,0.007977002537852898,1.8037485082284924e-05,0.9995714950335811
PC308,0.0075567135075394875,1.708713348360452e-05,0.9995885821670647
PC309,0.007363113088668546,1.664936696030984e-05,0.999605231534025
PC310,0.007090043457005474,1.603190577934932e-05,0.9996212634398044
PC311,0.006992560323831913,1.5811478300224336e-05,0.9996370749181046
PC312,0.006662675813004098,1.5065548119721329e-05,0.9996521404662243
PC313,0.0065492867641969155,1.4809154409596656e-05,0.9996669496206338
PC314,0.00624529228605311,1.4121766404064973e-05,0.9996810713870379
PC315,0.006081831001509854,1.375215006415671e-05,0.999694823537102
PC316,0.005688855242422558,1.2863558847267792e-05,0.9997076870959493
PC317,0.005462044373083763,1.2350697324059632e-05,0.9997200377932733
PC318,0.005314522991862547,1.2017124067630412e-05,0.999732054917341
PC319,0.005130675188602088,1.160141002053247e-05,0.9997436563273615
PC320,0.0050763422243215155,1.147855309175043e-05,0.9997551348804533
PC321,0.004798836996739658,1.0851062204163082e-05,0.9997659859426574
PC322,0.004760032061929799,1.0763317035544862e-05,0.999776749259693
PC323,0.0044831834573203005,1.013731089451644e-05,0.9997868865705875
PC324,0.004362256031043646,9.863871512097568e-06,0.9997967504420996
PC325,0.004289435797264671,9.699211431541759e-06,0.9998064496535312
PC326,0.0041529325652657195,9.390552257976108e-06,0.9998158402057892
PC327,0.004066094111644205,9.194194377389505e-06,0.9998250344001666
PC328,0.0038757296555392306,8.763744967238636e-06,0.9998337981451338
PC329,0.003822811819440537,8.644087906245158e-06,0.9998424422330401
PC330,0.003549879097243439,8.026936303028713e-06,0.9998504691693431
PC331,0.0033357115962396756,7.54266378510804e-06,0.9998580118331282
PC332,0.003234588035541383,7.314004622859115e-06,0.999865325837751
PC333,0.003139778957064896,7.099623678316365e-06,0.9998724254614293
PC334,0.0030652670382530023,6.931138383540001e-06,0.9998793565998129
PC335,0.0029643057236279787,6.702846089812474e-06,0.9998860594459027
PC336,0.002838729071200999,6.418893943114951e-06,0.9998924783398458
PC337,0.00274294648345872,6.202311713217726e-06,0.9998986806515591
PC338,0.002666880273579868,6.0303118775093805e-06,0.9999047109634366
PC339,0.002518905952084377,5.695714438951393e-06,0.9999104066778756
PC340,0.0023794880917167613,5.380464749026908e-06,0.9999157871426246
PC341,0.0022673580449182177,5.126917876400611e-06,0.999920914060501
PC342,0.0022154302047361456,5.009499380142803e-06,0.9999259235598811
PC343,0.0020509365816691813,4.637548730995839e-06,0.9999305611086121
PC344,0.0019643308539007433,4.4417170868098386e-06,0.9999350028256989
PC345,0.0019002879147404783,4.296904100447183e-06,0.9999392997297993
PC346,0.001866041919869833,4.219467542206657e-06,0.9999435191973416
PC347,0.0017855333896610469,4.0374227947282975e-06,0.9999475566201363
PC348,0.0016639237112446744,3.762440713440506e-06,0.9999513190608498
PC349,0.001652958642189379,3.7376466546981915e-06,0.9999550567075045
PC350,0.0014890615960509099,3.3670449768467863e-06,0.9999584237524813
PC351,0.0013856628623088061,3.133241225556725e-06,0.9999615569937069
PC352,0.0013093497178971489,2.96068302498255e-06,0.9999645176767319
PC353,0.0012780226429801981,2.8898466871721056e-06,0.9999674075234191
PC354,0.0012008270880759242,2.715293192498236e-06,0.9999701228166116
PC355,0.0011092408003716375,2.5081995767736788e-06,0.9999726310161884
PC356,0.001073249134176031,2.4268157312741674e-06,0.9999750578319196
PC357,0.0010386880590500496,2.348666718025839e-06,0.9999774064986376
PC358,0.000966937403909127,2.186425153527489e-06,0.9999795929237911
PC359,0.0009112163393319223,2.0604294720279453e-06,0.9999816533532632
PC360,0.0008813401136236861,1.992873773885678e-06,0.9999836462270371
PC361,0.0008384266153435726,1.8958383797782883e-06,0.9999855420654168
PC362,0.0007855085022425247,1.7761806924310134e-06,0.9999873182461092
PC363,0.0007275173794810329,1.6450519875381968e-06,0.9999889632980967
PC364,0.0006675982381613721,1.5095636744070329e-06,0.9999904728617711
PC365,0.0006291007392937553,1.4225136755841888e-06,0.9999918953754467
PC366,0.0005652655206854869,1.2781703839897302e-06,0.9999931735458307
PC367,0.0005066025262553351,1.1455224524020294e-06,0.9999943190682832
PC368,0.00046019177219614783,1.040579113092837e-06,0.9999953596473963
PC369,0.0003837385569577534,8.677041863504371e-07,0.9999962273515827
PC370,0.00035312418158438654,7.984793946470101e-07,0.9999970258309773
PC371,0.00017880458374448517,4.0431039060486653e-07,0.9999974301413679
PC372,0.00014941099316493624,3.3784602017530537e-07,0.999997767987388
PC373,9.695122218078754e-05,2.192247295267809e-07,0.9999979872121175
PC374,9.267615926013124e-05,2.0955801784012236e-07,0.9999981967701354
PC375,7.91200684376788e-05,1.7890517739989604e-07,0.9999983756753128
PC376,5.9066289298537525e-05,1.3355985622828482e-07,0.999998509235169
PC377,5.6158691441813676e-05,1.269852371634078e-07,0.9999986362204062
PC378,4.947249479282893e-05,1.1186650406272269e-07,0.9999987480869102
PC379,4.3483142620100446e-05,9.832346581552424e-08,0.9999988464103761
PC380,4.171831116119726e-05,9.43328539332217e-08,0.99999894074323
PC381,3.812367948898966e-05,8.620472374195246e-08,0.9999990269479537
PC382,3.429565695374675e-05,7.75488534389853e-08,0.9999991044968072
PC383,3.27610201620521e-05,7.407875447567616e-08,0.9999991785755616
PC384,3.055660183122608e-05,6.909415498875004e-08,0.9999992476697166
PC385,2.7857300601778052e-05,6.299053330532668e-08,0.9999993106602499
PC386,2.7172258058391716e-05,6.144152481517928e-08,0.9999993721017748
PC387,2.53540394092947e-05,5.733019457505538e-08,0.9999994294319694
PC388,2.4578643863590683e-05,5.557688115662052e-08,0.9999994850088506
PC389,2.2860724060129895e-05,5.169234524473572e-08,0.9999995367011959
PC390,2.1057002538271705e-05,4.7613795703259656e-08,0.9999995843149916
PC391,1.8259349361572037e-05,4.128778199063146e-08,0.9999996256027736
PC392,1.715160882842474e-05,3.878297479684251e-08,0.9999996643857484
PC393,1.6569138678143476e-05,3.746590154824825e-08,0.99999970185165
PC394,1.4388155056626523e-05,3.253429229387681e-08,0.9999997343859423
PC395,1.3661141082130206e-05,3.0890378598555404e-08,0.9999997652763208
PC396,1.2557615147913378e-05,2.839510139613544e-08,0.9999997936714222
PC397,1.2533605667318245e-05,2.8340811498894827e-08,0.9999998220122337
PC398,1.1899017105065075e-05,2.690588883581252e-08,0.9999998489181225
PC399,1.1432370805139962e-05,2.5850714836097553e-08,0.9999998747688373
PC400,1.0492731133680896e-05,2.3726014928301366e-08,0.9999998984948523
PC401,1.0125744862790964e-05,2.2896190773781008e-08,0.999999921391043
PC402,9.388680289630296e-06,2.1229550807204705e-08,0.9999999426205938
PC403,8.853955849810748e-06,2.0020439482416992e-08,0.9999999626410333
PC404,6.81369892377611e-06,1.5407039437381565e-08,0.9999999780480727
PC405,5.337106495348322e-06,1.2068189565641402e-08,0.9999999901162623
PC406,4.3710417568385495e-06,9.883737670746839e-09,1.0
PC407,2.0268746299358983e-29,4.583140186761306e-32,1.0
PC408,6.616080803887719e-31,1.496018814548822e-33,1.0
PC409,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC410,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC411,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC412,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC413,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC414,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC415,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC416,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC417,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC418,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC419,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC420,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC421,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC422,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC423,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC424,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC425,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC426,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC427,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC428,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC429,5.9770217377921725e-31,1.3515156842477004e-33,1.0
